重庆润栎建筑劳务有限公司	106.559674,29.534276
重庆悦珑实业有限公司	106.521117,29.598631
重庆旺鑫家私有限公司	106.533840,29.375528
重庆川明建筑劳务有限公司	106.259064,29.319279
重庆嘉之会环保科技有限公司	106.495925,29.571580
重庆艾之香环保科技有限公司	106.460184,29.557287
重庆锋之澜装饰工程有限公司	106.531579,29.444738
重庆群煜节能科技有限责任公司	106.632128,29.750663
重庆曦之予建筑劳务有限责任公司	106.625883,29.738226
重庆泰吕建筑劳务有限公司	106.244534,29.309401
重庆恒美工程机械设备租赁有限公司	106.603116,29.672185
重庆可发科技有限公司	查询失败
重庆福悦嘉农业开发有限公司	106.120278,29.060596
重庆天月星园林景观工程有限公司	106.620521,29.659822
重庆凤旺装饰工程有限公司	106.623588,29.447187
重庆图非元装饰设计有限公司	106.544792,29.529526
重庆别宇建筑劳务有限公司	106.528407,29.574010
重庆创新程建筑装饰工程有限公司	106.519775,29.386574
重庆市徐草梅家庭农场	106.517950,29.294752
重庆硕妤源贸易有限公司	106.291996,29.217056
重庆绿到家花木种植场	106.609544,29.381404
重庆黑腾装饰建材有限公司	106.309376,29.602635
重庆本之林园林景观有限公司	106.487537,29.584121
重庆森通建筑装饰设计工程有限公司	106.557246,29.577051
重庆杰控电气自动化有限公司	106.532880,29.574400
重庆凯丰园林景观工程有限公司	106.460953,29.540648
北交（重庆）城市建设发展有限公司	108.385210,30.806776
重庆宗护建筑工程有限公司	106.533840,29.375528
重庆逸兰芳装饰工程有限公司	106.454099,29.523922
重庆展兴农业发展有限公司	106.259281,29.290069
重庆卓广装饰工程有限公司	查询失败
重庆维森机械设备租赁有限公司	106.611650,29.666010
维力科（重庆）膜结构安装工程有限公司	106.536770,29.594664
万物可测（重庆）大数据有限公司	106.631187,29.718143
重庆德祥实业有限公司	106.626940,29.674373
重庆亚姆逊地产集团有限公司	106.509239,29.714858
重庆菥长盛科技有限公司	106.581213,29.716104
重庆市驰明建筑装饰工程有限公司	106.555360,29.526616
重庆弘耀复农业发展有限公司	106.474477,29.582709
重庆市巴南区建宏水电安装队	106.606468,29.388309
重庆零毫米环保科技有限公司	106.594179,29.660217
重庆梦之桐商贸有限公司	106.456208,29.560014
重庆富怡城邦装饰工程有限公司	106.445122,29.822616
重庆恒久生态农业开发有限公司	106.527920,29.573054
重庆灯亦生照明电器有限公司	106.563623,29.530401
重庆知云亦凡劳务有限公司	106.551143,29.468838
重庆朋兴建筑工程有限公司	106.445122,29.822616
重庆宁峰建筑装饰工程有限公司	106.440926,29.524185
重庆渝辰达建筑工程有限公司	106.285029,29.589980
重庆盈赛建筑设计中心	106.608706,29.648514
重庆珠峰保洁服务有限公司	106.419618,29.510820
重庆云步清洁服务有限公司	106.602772,29.595567
重庆昊强实业有限公司	106.377425,29.672705
重庆祥茂工程机械租赁有限公司	106.244534,29.309401
重庆漫妮广告传媒有限公司	108.389772,30.826339
重庆创新环境工程有限公司	106.523289,29.582743
重庆晶犇建筑劳务有限公司	108.443379,30.766216
重庆利可安节能环保科技有限公司	106.622250,29.704067
重庆渝松环保工程有限责任公司	106.594963,29.551319
重庆市努恒环保工程有限公司	108.376876,30.826324
重庆洞见装饰设计有限公司	106.523824,29.582979
重庆天颐园农业发展有限公司	106.490660,29.337707
重庆渝年建筑工程有限公司	查询失败
重庆正丽达环保科技有限公司	106.445122,29.822616
重庆丙焰建筑劳务有限公司	106.666704,30.007881
随波（重庆）装饰设计工程有限公司	106.288410,29.607007
重庆鹏屹机械设备租赁有限公司	106.556418,29.512612
重庆四夹湾农业股份合作社	106.912765,29.937493
重庆海源餐饮管理有限公司	查询失败
重庆赤炼装饰设计工程有限公司	106.533840,29.375528
重庆芳雅圆生态农业开发有限公司	106.094129,29.232869
重庆市巴南区犁墨农业发展有限公司	106.771140,29.465694
重庆尤猷科技有限公司	106.598287,29.550448
重庆玖尚装饰设计有限公司	106.367789,29.609870
重庆仲新伟农业发展有限公司	106.650209,29.344769
重庆市南岸区南山街道泉山村兴旺农村综合服务社有限公司	106.598095,29.487160
重庆德钧康苗木种植专业合作社	106.846611,29.624839
欧立给广告（重庆）有限责任公司	106.551862,29.336933
重庆港森农业发展有限公司	106.521204,29.382262
重庆吉斯特环保科技有限公司	106.558990,29.583968
重庆腾旺科技有限公司	106.457285,29.563167
重庆科莱雅科技有限公司	106.363260,29.515393
重庆派尼尔建筑劳务有限公司	106.523143,29.599044
重庆门达建筑工程有限公司	106.472348,29.565414
重庆翻番房屋维修有限公司	106.371292,29.488258
重庆义气健康管理有限公司	106.565571,29.285682
重庆市三汇文化旅游发展有限公司	108.018750,30.727500
重庆超邦装饰装璜工程有限公司	108.344938,30.711085
重庆航舰生态农业发展有限公司	106.569094,29.524274
重庆惠樵北园农业开发有限公司	106.703639,29.421845
重庆善御餐饮文化有限公司	106.452830,29.578704
重庆市北碚区尚品花木种植专业合作社	106.568515,29.867033
重庆璞景建筑设计有限公司	106.484270,29.602641
重庆业男园林有限公司	106.846611,29.624839
重庆风范体育发展有限公司	106.526054,29.601724
重庆麓升装饰工程有限公司	106.365931,29.612265
重庆金刚碑快乐老家商业运营管理有限公司	106.415759,29.833329
重庆濡仁商贸有限公司	106.486398,29.735195
重庆巨华建筑劳务有限公司	106.551271,29.433989
重庆赛朗广告有限公司	106.496847,29.561536
重庆辰辉商贸有限公司	106.517059,29.386596
重庆淼千建筑劳务有限公司	106.578166,29.534111
重庆鑫之涞农业科技发展有限公司	106.435027,29.520896
重庆顺模建筑装饰工程有限公司	106.529114,29.569649
重庆利鼎欣农业发展有限公司	106.778314,29.840709
重庆九顺通建筑工程有限公司	106.447047,29.517145
重庆首兴建筑材料有限公司	108.378266,30.810749
重庆立星传媒有限公司	106.537015,29.574449
重庆丰磊装饰设计有限公司	106.565828,29.523069
重庆恩荣商贸有限公司	106.523449,29.582265
重庆礼山郡建筑劳务有限公司	106.251230,29.277495
重庆锦兴林业科技有限公司	106.570112,29.548999
重庆满渝风装饰工程有限公司	106.559137,29.573580
重庆渝名园农业科技有限公司	106.533840,29.375528
重庆西双环保科技有限公司	107.352945,30.319958
重庆梓冒泰建筑工程有限公司	106.564151,29.512402
重庆迪嵩建筑工程机械租赁有限公司	106.569422,29.496433
重庆霞屹环保科技有限公司	106.538283,29.574582
重庆创南科技有限公司	106.313161,29.672278
重庆度因装饰设计工程有限公司	106.280871,29.278120
重庆润盈臻房地产经纪有限公司	106.241248,29.256956
重庆众联金属结构有限责任公司	106.306966,29.414558
重庆市斯格安畜牧养殖专业合作社	106.749449,30.009552
重庆浪绮建材有限公司	106.523950,29.535103
重庆水云方旅游发展有限公司	108.374866,30.956784
重庆匡成建筑劳务有限公司	108.380446,30.797078
重庆广阔建筑劳务有限公司	108.365110,30.822280
重庆加德尔科技发展有限责任公司	查询失败
重庆晋筹建筑工程有限公司	108.439564,30.774625
重庆艺呗居装饰工程有限公司	108.364810,30.823725
重庆景玥轩园林有限公司	106.852641,29.846121
重庆优卫士有害生物防治有限公司	106.560963,29.474921
重庆琴良商贸有限公司	106.585571,29.639912
重庆市畅邦建筑劳务有限公司	106.367665,29.762964
重庆市奥航建设工程有限公司	106.259281,29.290069
博钠登（重庆）生物科技有限责任公司	106.614959,29.669035
重庆当然建筑设计有限公司	106.572463,29.540835
重庆以克清洁服务有限公司	106.539380,29.405374
重庆渝安星建筑劳务有限公司	106.559628,29.535164
重庆昌祥节能科技有限公司	106.292849,29.431926
重庆培源物业管理有限公司	106.578719,29.535106
重庆君之谦科技服务有限公司	106.578264,29.553869
重庆诚昕源科技有限公司	106.616126,29.396018
重庆商创企业孵化器有限公司	106.572179,29.530992
重庆巴蒂斯商贸有限公司	106.562269,29.515815
重庆司南建筑工程有限公司	106.366971,29.612229
重庆鄢氏企业管理合伙企业（有限合伙）	106.377425,29.672705
重庆津合建筑劳务有限公司	106.244534,29.309401
重庆永泓盛建设有限公司	108.370550,30.799000
重庆小渺奈电子商务有限公司	106.445122,29.822616
重庆洁佳清洗服务有限公司	106.525382,29.382040
重庆将义农业有限公司	106.399787,29.798658
重庆匹坤建筑工程有限公司	106.445122,29.822616
重庆柯莱尔机电设备有限公司	106.612167,29.382338
重庆佐守劳务有限公司	106.545278,29.888488
重庆云净有害生物防治有限公司	106.508579,29.558631
重庆中安绿远装配式建筑科技有限公司	106.609485,29.694635
重庆利信成科技有限公司	106.494456,29.598125
重庆骞风家中药材种植家庭农场	106.688879,29.935560
重庆市渝北区宏达物业管理有限公司	106.620285,29.709823
玲芳商贸（重庆）有限公司	106.456045,29.565371
重庆市四面山致信实业有限公司	106.473186,28.630383
重庆红菲尔德贸易有限公司	106.542875,29.520781
重庆欣凌嘉农业发展有限公司	106.318863,29.686253
重庆鑫天建筑劳务有限公司	106.271873,29.277956
重庆谊君建材有限公司	106.431241,29.815139
重庆三时文化艺术发展有限公司	106.492999,29.579266
重庆在荣建筑工程有限公司	106.277373,29.276703
重庆腾景园林景观设计工程有限公司	106.568917,29.579330
重庆文顺索道工程有限公司	106.603004,29.595333
重庆新福浩美园林景观工程有限公司	106.538942,29.457493
重庆雅拓装饰工程有限公司	106.575398,29.532701
重庆芳昕宇建筑劳务有限公司	106.523879,29.540705
趣村旅游发展（重庆）有限公司	106.593910,29.555364
重庆佳满盈保洁服务有限公司	查询失败
重庆领筑建设有限公司	106.540225,29.394225
重庆名蓝装饰设计有限公司	106.565449,29.555070
重庆市万州区昊熙建筑装饰工程有限公司	108.376506,30.796246
重庆怡鑫诚工程设计有限公司	查询失败
重庆新昊辰建设工程有限公司	106.370051,29.482626
重庆市修远农业开发有限公司	106.640979,29.976822
重庆朋上装饰工程有限公司	106.476335,29.540727
重庆森瀚建筑工程有限公司	106.459934,29.548895
重庆艾维实业有限公司	106.563301,29.570181
重庆财旺农业有限公司	106.715044,29.942133
重庆铎信科技有限公司	106.560720,29.473220
重庆三国建筑安装工程有限公司	106.536813,29.586622
重庆市辉永视美园艺有限公司	108.005337,30.720505
重庆灵睿环卫服务有限公司	106.491196,29.596708
重庆普绿斯环保科技发展有限公司	106.379154,29.531999
重庆甜之蜜农业有限公司	106.705527,29.458560
重庆裳平丽装饰工程有限公司	106.533840,29.375528
重庆中航建设（集团）有限公司	106.379154,29.531999
重庆大能节能技术有限公司	106.542801,29.576766
重庆久隆园林景观工程有限公司	106.163698,29.553198
重庆航拓科技有限公司	106.468623,29.595665
重庆广新毅实业有限公司	106.539863,29.579453
重庆佳弘园林有限公司	106.513557,29.387302
重庆市鸿蕴来装饰设计有限责任公司	106.540304,29.589123
重庆仁广市政工程有限公司	106.481960,29.556470
重庆市渝北区隆白畜禽养殖场	106.904619,29.844471
重庆畅堃建筑劳务有限公司	106.244534,29.309401
重庆啖仝贸易有限责任公司	106.510625,29.580893
重庆蓝檬科技有限公司	106.517533,29.548948
重庆利亚居房地产经纪有限公司	106.615427,29.715228
重庆原之源建筑劳务有限公司	106.612167,29.382338
重庆强掘建筑设备租赁有限公司	106.710388,29.995186
重庆我爱我家清洁服务有限公司	106.549812,29.530961
重庆八贰八伍装饰工程有限公司	106.527914,29.459054
重庆星期天农业科技有限公司	106.562730,29.599993
重庆市渝北区汇兰达生态农业专业合作社	106.748196,29.931510
重庆远鲁奕装饰工程有限公司	106.387088,29.606912
重庆民雅环保科技有限公司	106.281025,29.400635
重庆中苒建设集团有限公司	106.148266,29.065605
重庆学涉装饰工程有限公司	106.574140,29.556818
重庆德丰仪器仪表有限公司	查询失败
重庆三程生态环境科技有限公司	106.442010,29.553803
重庆烨利勘察技术中心	108.018750,30.727500
重庆本位生态农业有限公司	查询失败
重庆渝维贡生态农业有限公司	108.245732,30.679762
重庆森道源木材有限公司	106.377425,29.672705
重庆欧典园林绿化有限公司	106.292593,29.503773
重庆佳骞玺装饰设计工程有限公司	106.527252,29.580715
重庆梵锦家具有限公司	106.517621,29.379546
重庆鸿耀环保科技有限公司	106.472348,29.565414
重庆玖鼎隆金属制品有限公司	106.467513,29.545802
